Period,Period Label,Year,Frequency,Frequency Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days) ,Median time in port (days)  Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
"2018A00,""2018"",2018,A,""Annual"",136,""Cayman Islands"",04,""Dry breakbulk carriers"",0.54,,18,,3559,,38889,,4807,,72562,,,,,"
"2018A00,""2018"",2018,A,""Annual"",144,""Sri Lanka"",00,""All ships"",0.97,,15,,42168,,217617,,18254,,113928,,5119,,20388,"
"2018A00,""2018"",2018,A,""Annual"",144,""Sri Lanka"",01,""Passenger ships"",,,14,,37767,,149215,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",144,""Sri Lanka"",02,""Liquid bulk carriers"",2.22,,24,,9627,,61978,,16126,,113928,,,,,"
"2018A00,""2018"",2018,A,""Annual"",144,""Sri Lanka"",03,""Container ships"",0.85,,12,,55983,,217617,,,,,,5119,,20388,"
"2018A00,""2018"",2018,A,""Annual"",144,""Sri Lanka"",04,""Dry breakbulk carriers"",1.25,,17,,10573,,48799,,15047,,58189,,,,,"
"2018A00,""2018"",2018,A,""Annual"",144,""Sri Lanka"",05,""Dry bulk carriers"",3.22,,14,,18910,,51328,,31396,,92988,,,,,"
"2018A00,""2018"",2018,A,""Annual"",144,""Sri Lanka"",06,""Roll-on/ roll-off ships"",,,12,,55434,,77000,,18474,,28092,,,,,"
"2018A00,""2018"",2018,A,""Annual"",144,""Sri Lanka"",07,""Liquefied petroleum gas carriers"",1.13,,8,,6924,,47266,,7936,,58560,,,,,"
"2018A00,""2018"",2018,A,""Annual"",152,""Chile"",00,""All ships"",1.33,,9,,18614,,143521,,35676,,209546,,6096,,13100,"
"2018A00,""2018"",2018,A,""Annual"",152,""Chile"",01,""Passenger ships"",,,6,,2722,,121878,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",152,""Chile"",02,""Liquid bulk carriers"",1.25,,10,,22300,,94729,,38224,,164714,,,,,"
"2018A00,""2018"",2018,A,""Annual"",152,""Chile"",03,""Container ships"",1.01,,10,,65707,,143521,,,,,,6096,,13100,"
"2018A00,""2018"",2018,A,""Annual"",152,""Chile"",04,""Dry breakbulk carriers"",1.62,,20,,12657,,54693,,17192,,72927,,,,,"
"2018A00,""2018"",2018,A,""Annual"",152,""Chile"",05,""Dry bulk carriers"",2.3,,7,,32034,,108051,,55787,,209546,,,,,"
"2018A00,""2018"",2018,A,""Annual"",152,""Chile"",06,""Roll-on/ roll-off ships"",,,21,,36034,,76420,,13051,,30401,,,,,"
"2018A00,""2018"",2018,A,""Annual"",152,""Chile"",07,""Liquefied petroleum gas carriers"",1.94,,4,,29142,,48963,,32711,,55047,,,,,"
"2018A00,""2018"",2018,A,""Annual"",152,""Chile"",08,""Liquefied natural gas carriers"",1.13,,10,,101562,,136739,,82923,,96740,,,,,"
"2018A00,""2018"",2018,A,""Annual"",156,""China"",00,""All ships"",1.02,,12,,32362,,217673,,44290,,404389,,4645,,21413,"
"2018A00,""2018"",2018,A,""Annual"",156,""China"",01,""Passenger ships"",,,10,,17597,,168666,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",156,""China"",02,""Liquid bulk carriers"",1.1,,10,,19514,,172146,,34087,,323527,,,,,"
"2018A00,""2018"",2018,A,""Annual"",156,""China"",03,""Container ships"",0.62,,11,,50155,,217673,,,,,,4645,,21413,"
"2018A00,""2018"",2018,A,""Annual"",156,""China"",04,""Dry breakbulk carriers"",1.17,,15,,10073,,91784,,14487,,138743,,,,,"
"2018A00,""2018"",2018,A,""Annual"",156,""China"",05,""Dry bulk carriers"",2,,11,,40984,,203483,,74512,,404389,,,,,"
"2018A00,""2018"",2018,A,""Annual"",156,""China"",06,""Roll-on/ roll-off ships"",,,14,,29658,,77000,,9806,,43878,,,,,"
"2018A00,""2018"",2018,A,""Annual"",156,""China"",07,""Liquefied petroleum gas carriers"",1,,12,,9873,,58100,,10939,,64220,,,,,"
"2018A00,""2018"",2018,A,""Annual"",156,""China"",08,""Liquefied natural gas carriers"",1.21,,9,,102730,,168189,,83166,,155159,,,,,"
"2018A00,""2018"",2018,A,""Annual"",158,""China, Taiwan Province of"",00,""All ships"",0.65,,14,,24551,,217617,,29753,,320014,,2728,,20388,"
"2018A00,""2018"",2018,A,""Annual"",158,""China, Taiwan Province of"",01,""Passenger ships"",,,20,,23694,,168666,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",158,""China, Taiwan Province of"",02,""Liquid bulk carriers"",1.05,,14,,16181,,166414,,27059,,320014,,,,,"
"2018A00,""2018"",2018,A,""Annual"",158,""China, Taiwan Province of"",03,""Container ships"",0.46,,14,,29444,,217617,,,,,,2728,,20388,"
"2018A00,""2018"",2018,A,""Annual"",158,""China, Taiwan Province of"",04,""Dry breakbulk carriers"",1.26,,15,,6797,,49720,,9585,,88666,,,,,"
"2018A00,""2018"",2018,A,""Annual"",158,""China, Taiwan Province of"",05,""Dry bulk carriers"",2.14,,14,,31042,,107666,,55774,,209988,,,,,"
"2018A00,""2018"",2018,A,""Annual"",158,""China, Taiwan Province of"",06,""Roll-on/ roll-off ships"",,,12,,40505,,76500,,13320,,28142,,,,,"
"2018A00,""2018"",2018,A,""Annual"",158,""China, Taiwan Province of"",07,""Liquefied petroleum gas carriers"",0.98,,12,,11603,,48772,,13167,,58811,,,,,"
"2018A00,""2018"",2018,A,""Annual"",158,""China, Taiwan Province of"",08,""Liquefied natural gas carriers"",0.99,,11,,104593,,144978,,78403,,97730,,,,,"
"2018A00,""2018"",2018,A,""Annual"",162,""Christmas Island"",00,""All ships"",0.48,,12,,5703,,9963,,8282,,14451,,,,,"
"2018A00,""2018"",2018,A,""Annual"",162,""Christmas Island"",04,""Dry breakbulk carriers"",0.48,,12,,5703,,9963,,8282,,14451,,,,,"
"2018A00,""2018"",2018,A,""Annual"",170,""Colombia"",00,""All ships"",0.93,,12,,36802,,168028,,45822,,321300,,3895,,13100,"
"2018A00,""2018"",2018,A,""Annual"",170,""Colombia"",01,""Passenger ships"",,,19,,72321,,168028,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",170,""Colombia"",02,""Liquid bulk carriers"",1.2,,10,,30618,,164680,,54918,,321300,,,,,"
"2018A00,""2018"",2018,A,""Annual"",170,""Colombia"",03,""Container ships"",0.6,,11,,42771,,143521,,,,,,3895,,13100,"
"2018A00,""2018"",2018,A,""Annual"",170,""Colombia"",04,""Dry breakbulk carriers"",1.41,,20,,7480,,48799,,10286,,72863,,,,,"
"2018A00,""2018"",2018,A,""Annual"",170,""Colombia"",05,""Dry bulk carriers"",2.51,,8,,40431,,108237,,72891,,209096,,,,,"
"2018A00,""2018"",2018,A,""Annual"",170,""Colombia"",06,""Roll-on/ roll-off ships"",,,12,,54331,,76299,,17704,,31143,,,,,"
"2018A00,""2018"",2018,A,""Annual"",170,""Colombia"",07,""Liquefied petroleum gas carriers"",1.24,,13,,8129,,25994,,9392,,29639,,,,,"
"2018A00,""2018"",2018,A,""Annual"",174,""Comoros"",00,""All ships"",1.38,,13,,5397,,9611,,7789,,12744,,,,,"
"2018A00,""2018"",2018,A,""Annual"",174,""Comoros"",04,""Dry breakbulk carriers"",1.38,,13,,5397,,9611,,7789,,12744,,,,,"
"2018A00,""2018"",2018,A,""Annual"",175,""Mayotte"",00,""All ships"",2.22,,14,,15072,,30912,,9414,,13802,,2238,,2672,"
"2018A00,""2018"",2018,A,""Annual"",175,""Mayotte"",03,""Container ships"",2.09,,17,,25020,,30912,,,,,,2238,,2672,"
"2018A00,""2018"",2018,A,""Annual"",175,""Mayotte"",04,""Dry breakbulk carriers"",2.42,,11,,6872,,10021,,9414,,13802,,,,,"
"2018A00,""2018"",2018,A,""Annual"",178,""Congo"",00,""All ships"",1.34,,10,,24647,,94483,,15648,,63430,,3932,,8700,"
"2018A00,""2018"",2018,A,""Annual"",178,""Congo"",02,""Liquid bulk carriers"",2.93,,11,,20770,,29658,,34025,,53116,,,,,"
"2018A00,""2018"",2018,A,""Annual"",178,""Congo"",03,""Container ships"",1.15,,10,,41328,,94483,,,,,,3932,,8700,"
"2018A00,""2018"",2018,A,""Annual"",178,""Congo"",04,""Dry breakbulk carriers"",1.34,,10,,6736,,31164,,9300,,48500,,,,,"
"2018A00,""2018"",2018,A,""Annual"",178,""Congo"",05,""Dry bulk carriers"",5.43,,10,,22185,,35810,,36503,,63430,,,,,"
"2018A00,""2018"",2018,A,""Annual"",178,""Congo"",06,""Roll-on/ roll-off ships"",,,13,,51740,,68701,,22499,,28092,,,,,"
"2018A00,""2018"",2018,A,""Annual"",180,""Congo, Dem. Rep. of the"",00,""All ships"",1.95,,14,,8740,,33044,,12258,,56810,,,,,"
"2018A00,""2018"",2018,A,""Annual"",180,""Congo, Dem. Rep. of the"",04,""Dry breakbulk carriers"",1.81,,14,,6709,,21265,,8662,,33173,,,,,"
"2018A00,""2018"",2018,A,""Annual"",180,""Congo, Dem. Rep. of the"",05,""Dry bulk carriers"",5.8,,14,,17552,,33044,,27867,,56810,,,,,"
"2018A00,""2018"",2018,A,""Annual"",188,""Costa Rica"",00,""All ships"",1.11,,14,,26221,,168028,,21516,,89663,,2076,,4319,"
"2018A00,""2018"",2018,A,""Annual"",188,""Costa Rica"",01,""Passenger ships"",,,19,,60955,,168028,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",188,""Costa Rica"",02,""Liquid bulk carriers"",1.49,,6,,18419,,36168,,29823,,65086,,,,,"
"2018A00,""2018"",2018,A,""Annual"",188,""Costa Rica"",03,""Container ships"",1.06,,12,,23804,,43628,,,,,,2076,,4319,"
"2018A00,""2018"",2018,A,""Annual"",188,""Costa Rica"",04,""Dry breakbulk carriers"",1.05,,19,,11799,,44865,,12939,,89663,,,,,"
"2018A00,""2018"",2018,A,""Annual"",188,""Costa Rica"",05,""Dry bulk carriers"",1.69,,7,,26617,,36484,,44649,,64071,,,,,"
"2018A00,""2018"",2018,A,""Annual"",188,""Costa Rica"",06,""Roll-on/ roll-off ships"",,,16,,44947,,76299,,16030,,25353,,,,,"
"2018A00,""2018"",2018,A,""Annual"",188,""Costa Rica"",07,""Liquefied petroleum gas carriers"",1.36,,15,,7387,,7893,,8199,,8709,,,,,"
"2018A00,""2018"",2018,A,""Annual"",191,""Croatia"",00,""All ships"",1.2,,15,,3981,,160534,,16967,,299999,,3592,,13100,"
"2018A00,""2018"",2018,A,""Annual"",191,""Croatia"",01,""Passenger ships"",,,15,,3609,,133596,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",191,""Croatia"",02,""Liquid bulk carriers"",1.04,,13,,17864,,160534,,31278,,299999,,,,,"
"2018A00,""2018"",2018,A,""Annual"",191,""Croatia"",03,""Container ships"",0.59,,12,,39567,,143521,,,,,,3592,,13100,"
"2018A00,""2018"",2018,A,""Annual"",191,""Croatia"",04,""Dry breakbulk carriers"",2.63,,21,,4750,,32333,,6369,,44993,,,,,"
"2018A00,""2018"",2018,A,""Annual"",191,""Croatia"",05,""Dry bulk carriers"",1.81,,33,,9704,,93360,,16749,,182060,,,,,"
"2018A00,""2018"",2018,A,""Annual"",192,""Cuba"",00,""All ships"",2.59,,17,,16646,,78309,,22394,,108386,,1520,,2556,"
"2018A00,""2018"",2018,A,""Annual"",192,""Cuba"",01,""Passenger ships"",,,22,,27302,,78309,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",192,""Cuba"",02,""Liquid bulk carriers"",2.29,,17,,24221,,59827,,40122,,108386,,,,,"
"2018A00,""2018"",2018,A,""Annual"",192,""Cuba"",03,""Container ships"",1.39,,12,,16454,,27191,,,,,,1520,,2556,"
"2018A00,""2018"",2018,A,""Annual"",192,""Cuba"",04,""Dry breakbulk carriers"",3.09,,17,,5109,,25769,,6540,,37898,,,,,"
"2018A00,""2018"",2018,A,""Annual"",192,""Cuba"",05,""Dry bulk carriers"",9.68,,15,,18004,,31617,,28549,,55304,,,,,"
"2018A00,""2018"",2018,A,""Annual"",192,""Cuba"",07,""Liquefied petroleum gas carriers"",1.41,,24,,9299,,18446,,12027,,23276,,,,,"
"2018A00,""2018"",2018,A,""Annual"",196,""Cyprus"",00,""All ships"",0.68,,27,,9965,,149215,,7960,,112200,,1862,,5514,"
"2018A00,""2018"",2018,A,""Annual"",196,""Cyprus"",01,""Passenger ships"",,,37,,10287,,149215,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",196,""Cyprus"",02,""Liquid bulk carriers"",0.39,,18,,9010,,62385,,13950,,112200,,,,,"
"2018A00,""2018"",2018,A,""Annual"",196,""Cyprus"",03,""Container ships"",0.58,,16,,21289,,66526,,,,,,1862,,5514,"
"2018A00,""2018"",2018,A,""Annual"",196,""Cyprus"",04,""Dry breakbulk carriers"",1.01,,30,,3209,,49735,,4496,,54204,,,,,"
"2018A00,""2018"",2018,A,""Annual"",196,""Cyprus"",05,""Dry bulk carriers"",1.12,,18,,9979,,36378,,16615,,63462,,,,,"
"2018A00,""2018"",2018,A,""Annual"",196,""Cyprus"",06,""Roll-on/ roll-off ships"",,,35,,11950,,77000,,6253,,28080,,,,,"
"2018A00,""2018"",2018,A,""Annual"",204,""Benin"",00,""All ships"",1.08,,12,,35790,,72269,,25981,,63656,,3929,,5762,"
"2018A00,""2018"",2018,A,""Annual"",204,""Benin"",02,""Liquid bulk carriers"",1.91,,10,,18296,,31510,,29315,,53520,,,,,"
"2018A00,""2018"",2018,A,""Annual"",204,""Benin"",03,""Container ships"",0.82,,11,,40976,,66289,,,,,,3929,,5762,"
"2018A00,""2018"",2018,A,""Annual"",204,""Benin"",04,""Dry breakbulk carriers"",2.62,,20,,12863,,71543,,12483,,58189,,,,,"
"2018A00,""2018"",2018,A,""Annual"",204,""Benin"",05,""Dry bulk carriers"",9.02,,11,,27263,,36353,,46423,,63656,,,,,"
"2018A00,""2018"",2018,A,""Annual"",204,""Benin"",06,""Roll-on/ roll-off ships"",,,9,,55538,,72269,,23074,,44574,,,,,"
"2018A00,""2018"",2018,A,""Annual"",204,""Benin"",07,""Liquefied petroleum gas carriers"",1.25,,6,,14865,,25952,,17024,,29590,,,,,"
"2018A00,""2018"",2018,A,""Annual"",208,""Denmark"",00,""All ships"",0.74,,18,,9777,,214286,,7455,,299991,,1942,,19630,"
"2018A00,""2018"",2018,A,""Annual"",208,""Denmark"",01,""Passenger ships"",,,18,,10116,,145655,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",208,""Denmark"",02,""Liquid bulk carriers"",0.65,,16,,8100,,156919,,12998,,299991,,,,,"
"2018A00,""2018"",2018,A,""Annual"",208,""Denmark"",03,""Container ships"",0.49,,13,,21242,,214286,,,,,,1942,,19630,"
"2018A00,""2018"",2018,A,""Annual"",208,""Denmark"",04,""Dry breakbulk carriers"",0.84,,23,,3051,,24778,,4150,,37534,,,,,"
"2018A00,""2018"",2018,A,""Annual"",208,""Denmark"",05,""Dry bulk carriers"",0.87,,29,,9528,,65950,,15216,,118863,,,,,"
"2018A00,""2018"",2018,A,""Annual"",208,""Denmark"",06,""Roll-on/ roll-off ships"",,,18,,20778,,52485,,11935,,24485,,,,,"
"2018A00,""2018"",2018,A,""Annual"",208,""Denmark"",07,""Liquefied petroleum gas carriers"",1.07,,12,,4690,,27546,,5045,,27037,,,,,"
"2018A00,""2018"",2018,A,""Annual"",212,""Dominica"",00,""All ships"",0.42,,16,,26868,,143730,,8814,,37898,,863,,1350,"
"2018A00,""2018"",2018,A,""Annual"",212,""Dominica"",01,""Passenger ships"",,,17,,60958,,143730,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",212,""Dominica"",03,""Container ships"",0.57,,11,,9137,,16137,,,,,,863,,1350,"
"2018A00,""2018"",2018,A,""Annual"",212,""Dominica"",04,""Dry breakbulk carriers"",0.4,,14,,6715,,25769,,8610,,37898,,,,,"
"2018A00,""2018"",2018,A,""Annual"",212,""Dominica"",06,""Roll-on/ roll-off ships"",,,19,,20656,,62838,,9255,,21550,,,,,"
"2018A00,""2018"",2018,A,""Annual"",214,""Dominican Republic"",00,""All ships"",0.82,,14,,28766,,142714,,17109,,93301,,3000,,11568,"
"2018A00,""2018"",2018,A,""Annual"",214,""Dominican Republic"",01,""Passenger ships"",,,19,,67416,,142714,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",214,""Dominican Republic"",02,""Liquid bulk carriers"",1.29,,13,,12834,,36168,,20619,,65112,,,,,"
"2018A00,""2018"",2018,A,""Annual"",214,""Dominican Republic"",03,""Container ships"",0.67,,11,,32311,,118945,,,,,,3000,,11568,"
"2018A00,""2018"",2018,A,""Annual"",214,""Dominican Republic"",04,""Dry breakbulk carriers"",0.76,,17,,7204,,27428,,9551,,45474,,,,,"
"2018A00,""2018"",2018,A,""Annual"",214,""Dominican Republic"",05,""Dry bulk carriers"",3.47,,13,,20648,,46409,,33470,,77549,,,,,"
"2018A00,""2018"",2018,A,""Annual"",214,""Dominican Republic"",06,""Roll-on/ roll-off ships"",,,15,,46997,,76299,,15756,,27298,,,,,"
"2018A00,""2018"",2018,A,""Annual"",214,""Dominican Republic"",07,""Liquefied petroleum gas carriers"",1.35,,10,,7842,,24994,,9401,,28653,,,,,"
"2018A00,""2018"",2018,A,""Annual"",214,""Dominican Republic"",08,""Liquefied natural gas carriers"",1.35,,9,,103127,,114758,,84986,,93301,,,,,"
"2018A00,""2018"",2018,A,""Annual"",218,""Ecuador"",00,""All ships"",1.13,,17,,17555,,96628,,12979,,105073,,2863,,10000,"
"2018A00,""2018"",2018,A,""Annual"",218,""Ecuador"",01,""Passenger ships"",,,27,,4968,,92822,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",218,""Ecuador"",02,""Liquid bulk carriers"",0.82,,18,,3881,,57258,,6165,,105073,,,,,"
"2018A00,""2018"",2018,A,""Annual"",218,""Ecuador"",03,""Container ships"",1.14,,12,,32476,,96628,,,,,,2863,,10000,"
"2018A00,""2018"",2018,A,""Annual"",218,""Ecuador"",04,""Dry breakbulk carriers"",2.41,,20,,11062,,44865,,12836,,69990,,,,,"
"2018A00,""2018"",2018,A,""Annual"",218,""Ecuador"",05,""Dry bulk carriers"",2.88,,7,,26075,,37046,,42813,,63963,,,,,"
"2018A00,""2018"",2018,A,""Annual"",218,""Ecuador"",06,""Roll-on/ roll-off ships"",,,11,,59406,,76420,,19318,,27564,,,,,"
"2018A00,""2018"",2018,A,""Annual"",218,""Ecuador"",07,""Liquefied petroleum gas carriers"",1.3,,5,,46758,,48051,,54506,,58811,,,,,"
"2018A00,""2018"",2018,A,""Annual"",222,""El Salvador"",00,""All ships"",1.32,,9,,29654,,72269,,41184,,74552,,2192,,2664,"
"2018A00,""2018"",2018,A,""Annual"",222,""El Salvador"",02,""Liquid bulk carriers"",1.23,,8,,27334,,42208,,45328,,74552,,,,,"
"2018A00,""2018"",2018,A,""Annual"",222,""El Salvador"",03,""Container ships"",1.29,,11,,23885,,27279,,,,,,2192,,2664,"
"2018A00,""2018"",2018,A,""Annual"",222,""El Salvador"",04,""Dry breakbulk carriers"",2.05,,11,,19719,,37150,,31401,,62942,,,,,"
"2018A00,""2018"",2018,A,""Annual"",222,""El Salvador"",05,""Dry bulk carriers"",1.83,,7,,28266,,36518,,47707,,63696,,,,,"
"2018A00,""2018"",2018,A,""Annual"",222,""El Salvador"",06,""Roll-on/ roll-off ships"",,,10,,57843,,72269,,18896,,25353,,,,,"
"2018A00,""2018"",2018,A,""Annual"",226,""Equatorial Guinea"",00,""All ships"",1.16,,10,,26795,,115024,,32460,,115042,,2766,,3646,"
"2018A00,""2018"",2018,A,""Annual"",226,""Equatorial Guinea"",02,""Liquid bulk carriers"",1.19,,10,,19843,,59259,,33335,,115042,,,,,"
"2018A00,""2018"",2018,A,""Annual"",226,""Equatorial Guinea"",03,""Container ships"",1.23,,13,,30927,,38364,,,,,,2766,,3646,"
"2018A00,""2018"",2018,A,""Annual"",226,""Equatorial Guinea"",04,""Dry breakbulk carriers"",1.09,,11,,8038,,34925,,11407,,88666,,,,,"
"2018A00,""2018"",2018,A,""Annual"",226,""Equatorial Guinea"",05,""Dry bulk carriers"",1.14,,8,,28785,,38227,,49084,,66613,,,,,"
"2018A00,""2018"",2018,A,""Annual"",226,""Equatorial Guinea"",06,""Roll-on/ roll-off ships"",,,11,,51317,,59835,,25897,,27965,,,,,"
"2018A00,""2018"",2018,A,""Annual"",226,""Equatorial Guinea"",07,""Liquefied petroleum gas carriers"",1.05,,12,,17166,,48542,,21100,,58423,,,,,"
"2018A00,""2018"",2018,A,""Annual"",226,""Equatorial Guinea"",08,""Liquefied natural gas carriers"",1.2,,6,,105683,,115024,,86856,,97730,,,,,"
"2018A00,""2018"",2018,A,""Annual"",232,""Eritrea"",00,""All ships"",2,,17,,12467,,52618,,18992,,95666,,,,,"
"2018A00,""2018"",2018,A,""Annual"",232,""Eritrea"",02,""Liquid bulk carriers"",2,,27,,20309,,52618,,35143,,95666,,,,,"
"2018A00,""2018"",2018,A,""Annual"",232,""Eritrea"",04,""Dry breakbulk carriers"",2.01,,15,,10251,,22863,,14428,,33209,,,,,"
"2018A00,""2018"",2018,A,""Annual"",233,""Estonia"",00,""All ships"",0.83,,8,,12051,,171598,,9796,,166468,,1473,,3646,"
"2018A00,""2018"",2018,A,""Annual"",233,""Estonia"",01,""Passenger ships"",,,6,,12823,,171598,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",233,""Estonia"",02,""Liquid bulk carriers"",0.78,,26,,8517,,94729,,14034,,166468,,,,,"
"2018A00,""2018"",2018,A,""Annual"",233,""Estonia"",03,""Container ships"",0.54,,14,,17003,,38388,,,,,,1473,,3646,"
"2018A00,""2018"",2018,A,""Annual"",233,""Estonia"",04,""Dry breakbulk carriers"",0.89,,19,,3442,,39258,,4760,,54810,,,,,"
"2018A00,""2018"",2018,A,""Annual"",233,""Estonia"",05,""Dry bulk carriers"",3.25,,8,,23832,,51239,,39511,,93077,,,,,"
"2018A00,""2018"",2018,A,""Annual"",233,""Estonia"",06,""Roll-on/ roll-off ships"",,,11,,23390,,33816,,10935,,18250,,,,,"
"2018A00,""2018"",2018,A,""Annual"",233,""Estonia"",07,""Liquefied petroleum gas carriers"",0.78,,7,,15666,,27546,,15775,,27014,,,,,"
"2018A00,""2018"",2018,A,""Annual"",234,""Faroe Islands"",00,""All ships"",0.49,,18,,3805,,99526,,4276,,19118,,1077,,1457,"
"2018A00,""2018"",2018,A,""Annual"",234,""Faroe Islands"",01,""Passenger ships"",,,17,,3534,,99526,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",234,""Faroe Islands"",02,""Liquid bulk carriers"",0.45,,12,,4587,,13239,,6767,,19118,,,,,"
"2018A00,""2018"",2018,A,""Annual"",234,""Faroe Islands"",03,""Container ships"",0.23,,14,,11635,,17368,,,,,,1077,,1457,"
"2018A00,""2018"",2018,A,""Annual"",234,""Faroe Islands"",04,""Dry breakbulk carriers"",0.82,,29,,3362,,13312,,3904,,12848,,,,,"
"2018A00,""2018"",2018,A,""Annual"",238,""Falkland Islands (Malvinas)"",00,""All ships"",,,31,,6535,,17014,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",238,""Falkland Islands (Malvinas)"",01,""Passenger ships"",,,31,,6535,,17014,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",00,""All ships"",0.97,,24,,12193,,144216,,13827,,51088,,1296,,2700,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",01,""Passenger ships"",,,41,,12326,,144216,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",02,""Liquid bulk carriers"",1.29,,9,,13933,,30149,,22519,,51088,,,,,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",03,""Container ships"",0.94,,14,,14107,,28372,,,,,,1296,,2700,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",04,""Dry breakbulk carriers"",0.68,,7,,5221,,40269,,6063,,49775,,,,,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",05,""Dry bulk carriers"",2.93,,8,,20402,,24785,,32761,,39773,,,,,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",06,""Roll-on/ roll-off ships"",,,11,,38954,,63115,,16211,,22723,,,,,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",07,""Liquefied petroleum gas carriers"",0.69,,8,,4479,,5036,,4597,,4980,,,,,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",00,""All ships"",1.03,,19,,24448,,171598,,10497,,149999,,1209,,3600,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",01,""Passenger ships"",,,21,,34793,,171598,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",02,""Liquid bulk carriers"",0.88,,14,,10897,,93147,,16626,,149999,,,,,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",03,""Container ships"",0.79,,12,,13316,,34882,,,,,,1209,,3600,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",04,""Dry breakbulk carriers"",1.28,,17,,4354,,40322,,6022,,55596,,,,,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",05,""Dry bulk carriers"",1.66,,7,,17183,,58100,,28511,,106498,,,,,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",06,""Roll-on/ roll-off ships"",,,19,,20636,,57030,,11015,,21233,,,,,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",07,""Liquefied petroleum gas carriers"",1.08,,11,,9997,,25079,,11123,,28482,,,,,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",00,""All ships"",1.11,,16,,23182,,228081,,17614,,323183,,5017,,20776,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",01,""Passenger ships"",,,17,,24168,,228081,,,,,,,,,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",02,""Liquid bulk carriers"",1.06,,12,,13320,,166308,,22742,,323183,,,,,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",03,""Container ships"",0.75,,12,,55654,,217673,,,,,,5017,,20776,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",04,""Dry breakbulk carriers"",1.5,,15,,4662,,40322,,6518,,81279,,,,,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",05,""Dry bulk carriers"",3.14,,12,,27522,,94710,,48791,,181458,,,,,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",06,""Roll-on/ roll-off ships"",,,15,,28503,,77000,,11428,,46705,,,,,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",07,""Liquefied petroleum gas carriers"",1.07,,11,,8026,,48456,,8836,,55066,,,,,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",08,""Liquefied natural gas carriers"",1.2,,8,,101383,,163922,,79032,,130441,,,,,"
"2018A00,""2018"",2018,A,""Annual"",251,""France"",00,""All ships"",1.11,,16,,23182,,228081,,17614,,323183,,5017,,20776,"
"2018A00,""2018"",2018,A,""Annual"",251,""France"",01,""Passenger ships"",,,17,,24168,,228081,,,,,,,,,"
