Period,Period Label,Year,Frequency,Frequency Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days) ,Median time in port (days)  Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
"2019A00,""2019"",2019,A,""Annual"",620,""Portugal"",00,""All ships"",1.009,,15,,18068,,214286,,12697,,209756,,2366,,19630,"
"2019A00,""2019"",2019,A,""Annual"",620,""Portugal"",01,""Passenger ships"",,,20,,41052,,183200,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",620,""Portugal"",02,""Liquid bulk carriers"",0.8201,,12,,11394,,87827,,18655,,167282,,,,,"
"2019A00,""2019"",2019,A,""Annual"",620,""Portugal"",03,""Container ships"",0.6903,,15,,26108,,214286,,,,,,2366,,19630,"
"2019A00,""2019"",2019,A,""Annual"",620,""Portugal"",04,""Dry breakbulk carriers"",1.5431,,15,,5338,,71543,,7082,,57070,,,,,"
"2019A00,""2019"",2019,A,""Annual"",620,""Portugal"",05,""Dry bulk carriers"",2.2778,,17,,18141,,107761,,31036,,209756,,,,,"
"2019A00,""2019"",2019,A,""Annual"",620,""Portugal"",06,""Roll-on/ roll-off ships"",,,15,,20491,,71543,,7024,,32246,,,,,"
"2019A00,""2019"",2019,A,""Annual"",620,""Portugal"",07,""Liquefied petroleum gas carriers"",0.9653,,11,,8088,,48060,,9246,,55209,,,,,"
"2019A00,""2019"",2019,A,""Annual"",620,""Portugal"",08,""Liquefied natural gas carriers"",1.0469,,8,,108860,,136739,,87246,,156000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",624,""Guinea-Bissau"",00,""All ships"",2.891,,20,,8978,,25705,,5952,,27378,,1416,,2524,"
"2019A00,""2019"",2019,A,""Annual"",624,""Guinea-Bissau"",03,""Container ships"",3.2135,,16,,15123,,25705,,,,,,1416,,2524,"
"2019A00,""2019"",2019,A,""Annual"",624,""Guinea-Bissau"",04,""Dry breakbulk carriers"",2.676,,23,,4691,,20886,,5952,,27378,,,,,"
"2019A00,""2019"",2019,A,""Annual"",626,""Timor-Leste"",00,""All ships"",0.9903,,16,,4538,,9719,,6711,,15015,,,,,"
"2019A00,""2019"",2019,A,""Annual"",626,""Timor-Leste"",02,""Liquid bulk carriers"",3.9896,,21,,7051,,9488,,11036,,15015,,,,,"
"2019A00,""2019"",2019,A,""Annual"",626,""Timor-Leste"",04,""Dry breakbulk carriers"",0.975,,16,,4339,,9719,,6368,,13303,,,,,"
"2019A00,""2019"",2019,A,""Annual"",630,""Puerto Rico"",00,""All ships"",0.884,,16,,43413,,228081,,24043,,115600,,1979,,3646,"
"2019A00,""2019"",2019,A,""Annual"",630,""Puerto Rico"",01,""Passenger ships"",,,17,,92689,,228081,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",630,""Puerto Rico"",02,""Liquid bulk carriers"",1.9399,,9,,25563,,64500,,42697,,115600,,,,,"
"2019A00,""2019"",2019,A,""Annual"",630,""Puerto Rico"",03,""Container ships"",0.7514,,8,,23788,,39824,,,,,,1979,,3646,"
"2019A00,""2019"",2019,A,""Annual"",630,""Puerto Rico"",04,""Dry breakbulk carriers"",0.408,,25,,6820,,24140,,8060,,37833,,,,,"
"2019A00,""2019"",2019,A,""Annual"",630,""Puerto Rico"",05,""Dry bulk carriers"",1.3521,,16,,30665,,43691,,49249,,71406,,,,,"
"2019A00,""2019"",2019,A,""Annual"",630,""Puerto Rico"",06,""Roll-on/ roll-off ships"",,,25,,21242,,72635,,8590,,27200,,,,,"
"2019A00,""2019"",2019,A,""Annual"",630,""Puerto Rico"",07,""Liquefied petroleum gas carriers"",1.3687,,8,,13087,,25248,,15217,,28532,,,,,"
"2019A00,""2019"",2019,A,""Annual"",630,""Puerto Rico"",08,""Liquefied natural gas carriers"",1.3073,,14,,95902,,126004,,79222,,95253,,,,,"
"2019A00,""2019"",2019,A,""Annual"",634,""Qatar"",00,""All ships"",1.0681,,12,,55970,,171500,,76809,,321137,,3361,,13344,"
"2019A00,""2019"",2019,A,""Annual"",634,""Qatar"",01,""Passenger ships"",,,8,,32141,,171500,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",634,""Qatar"",02,""Liquid bulk carriers"",1.1208,,10,,54938,,170004,,100944,,321137,,,,,"
"2019A00,""2019"",2019,A,""Annual"",634,""Qatar"",03,""Container ships"",0.5253,,13,,36900,,150269,,,,,,3361,,13344,"
"2019A00,""2019"",2019,A,""Annual"",634,""Qatar"",04,""Dry breakbulk carriers"",2.4222,,17,,11979,,44387,,17311,,88272,,,,,"
"2019A00,""2019"",2019,A,""Annual"",634,""Qatar"",05,""Dry bulk carriers"",3.0958,,13,,35694,,94984,,62786,,182983,,,,,"
"2019A00,""2019"",2019,A,""Annual"",634,""Qatar"",06,""Roll-on/ roll-off ships"",,,12,,58127,,77000,,19118,,28142,,,,,"
"2019A00,""2019"",2019,A,""Annual"",634,""Qatar"",07,""Liquefied petroleum gas carriers"",1.2306,,11,,35666,,48827,,40847,,64220,,,,,"
"2019A00,""2019"",2019,A,""Annual"",634,""Qatar"",08,""Liquefied natural gas carriers"",1.0767,,13,,120351,,168189,,97150,,155159,,,,,"
"2019A00,""2019"",2019,A,""Annual"",638,""Réunion"",00,""All ships"",0.9222,,14,,38869,,113112,,26759,,61491,,3697,,11000,"
"2019A00,""2019"",2019,A,""Annual"",638,""Réunion"",01,""Passenger ships"",,,19,,66267,,92409,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",638,""Réunion"",02,""Liquid bulk carriers"",1.5583,,9,,25453,,31534,,41740,,52318,,,,,"
"2019A00,""2019"",2019,A,""Annual"",638,""Réunion"",03,""Container ships"",0.7503,,15,,40936,,113112,,,,,,3697,,11000,"
"2019A00,""2019"",2019,A,""Annual"",638,""Réunion"",04,""Dry breakbulk carriers"",1.2958,,12,,8323,,21483,,11858,,33367,,,,,"
"2019A00,""2019"",2019,A,""Annual"",638,""Réunion"",05,""Dry bulk carriers"",3.7903,,10,,23242,,34614,,39442,,61491,,,,,"
"2019A00,""2019"",2019,A,""Annual"",638,""Réunion"",06,""Roll-on/ roll-off ships"",,,12,,57658,,77000,,19615,,28142,,,,,"
"2019A00,""2019"",2019,A,""Annual"",642,""Romania"",00,""All ships"",1.9875,,22,,11011,,102931,,13387,,181366,,2893,,9400,"
"2019A00,""2019"",2019,A,""Annual"",642,""Romania"",01,""Passenger ships"",,,20,,8894,,39051,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",642,""Romania"",02,""Liquid bulk carriers"",1.6396,,14,,13375,,84598,,22371,,166447,,,,,"
"2019A00,""2019"",2019,A,""Annual"",642,""Romania"",03,""Container ships"",0.9306,,15,,32140,,102931,,,,,,2893,,9400,"
"2019A00,""2019"",2019,A,""Annual"",642,""Romania"",04,""Dry breakbulk carriers"",1.9625,,27,,4102,,40328,,5817,,49865,,,,,"
"2019A00,""2019"",2019,A,""Annual"",642,""Romania"",05,""Dry bulk carriers"",5.6035,,17,,23125,,94710,,39662,,181366,,,,,"
"2019A00,""2019"",2019,A,""Annual"",642,""Romania"",06,""Roll-on/ roll-off ships"",,,18,,28328,,72708,,9374,,48988,,,,,"
"2019A00,""2019"",2019,A,""Annual"",642,""Romania"",07,""Liquefied petroleum gas carriers"",2.3306,,13,,6886,,27725,,8086,,47199,,,,,"
"2019A00,""2019"",2019,A,""Annual"",643,""Russian Federation"",00,""All ships"",1.2938,,25,,11770,,171598,,16895,,206960,,1542,,7100,"
"2019A00,""2019"",2019,A,""Annual"",643,""Russian Federation"",01,""Passenger ships"",,,29,,23268,,171598,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",643,""Russian Federation"",02,""Liquid bulk carriers"",1.0271,,23,,13386,,94729,,22656,,167295,,,,,"
"2019A00,""2019"",2019,A,""Annual"",643,""Russian Federation"",03,""Container ships"",1.3028,,16,,17215,,85676,,,,,,1542,,7100,"
"2019A00,""2019"",2019,A,""Annual"",643,""Russian Federation"",04,""Dry breakbulk carriers"",1.6118,,30,,4008,,54529,,5117,,80500,,,,,"
"2019A00,""2019"",2019,A,""Annual"",643,""Russian Federation"",05,""Dry bulk carriers"",2.2101,,14,,25833,,107413,,44815,,206960,,,,,"
"2019A00,""2019"",2019,A,""Annual"",643,""Russian Federation"",06,""Roll-on/ roll-off ships"",,,27,,10507,,60975,,5465,,22910,,,,,"
"2019A00,""2019"",2019,A,""Annual"",643,""Russian Federation"",07,""Liquefied petroleum gas carriers"",1.233,,10,,9985,,18425,,11298,,23495,,,,,"
"2019A00,""2019"",2019,A,""Annual"",643,""Russian Federation"",08,""Liquefied natural gas carriers"",1.066,,7,,98481,,128975,,72855,,97000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",659,""Saint Kitts and Nevis"",00,""All ships"",0.3181,,22,,49152,,228081,,5158,,21438,,631,,973,"
"2019A00,""2019"",2019,A,""Annual"",659,""Saint Kitts and Nevis"",01,""Passenger ships"",,,17,,96002,,228081,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",659,""Saint Kitts and Nevis"",02,""Liquid bulk carriers"",0.5681,,12,,5036,,6952,,7530,,9990,,,,,"
"2019A00,""2019"",2019,A,""Annual"",659,""Saint Kitts and Nevis"",03,""Container ships"",0.3187,,21,,8161,,10851,,,,,,631,,973,"
"2019A00,""2019"",2019,A,""Annual"",659,""Saint Kitts and Nevis"",04,""Dry breakbulk carriers"",0.2743,,35,,3274,,14413,,3996,,15917,,,,,"
"2019A00,""2019"",2019,A,""Annual"",659,""Saint Kitts and Nevis"",06,""Roll-on/ roll-off ships"",,,23,,15310,,62993,,6329,,21438,,,,,"
"2019A00,""2019"",2019,A,""Annual"",660,""Anguilla"",00,""All ships"",0.3021,,34,,2810,,3744,,4114,,5000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",660,""Anguilla"",04,""Dry breakbulk carriers"",0.3021,,34,,2810,,3744,,4114,,5000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",662,""Saint Lucia"",00,""All ships"",0.5976,,18,,32633,,168666,,18498,,320000,,985,,1350,"
"2019A00,""2019"",2019,A,""Annual"",662,""Saint Lucia"",01,""Passenger ships"",,,19,,73665,,168666,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",662,""Saint Lucia"",02,""Liquid bulk carriers"",0.8451,,12,,15962,,162000,,27777,,320000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",662,""Saint Lucia"",03,""Container ships"",0.5083,,10,,11546,,16137,,,,,,985,,1350,"
"2019A00,""2019"",2019,A,""Annual"",662,""Saint Lucia"",04,""Dry breakbulk carriers"",0.4111,,28,,5892,,16137,,7556,,17192,,,,,"
"2019A00,""2019"",2019,A,""Annual"",662,""Saint Lucia"",06,""Roll-on/ roll-off ships"",,,15,,28769,,62993,,9328,,21438,,,,,"
"2019A00,""2019"",2019,A,""Annual"",670,""Saint Vincent and the Grenadines"",00,""All ships"",0.3035,,44,,6106,,143730,,11129,,21438,,1057,,1350,"
"2019A00,""2019"",2019,A,""Annual"",670,""Saint Vincent and the Grenadines"",01,""Passenger ships"",,,49,,5009,,143730,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",670,""Saint Vincent and the Grenadines"",02,""Liquid bulk carriers"",0.3556,,18,,4313,,8562,,7019,,13085,,,,,"
"2019A00,""2019"",2019,A,""Annual"",670,""Saint Vincent and the Grenadines"",03,""Container ships"",0.266,,12,,11919,,16137,,,,,,1057,,1350,"
"2019A00,""2019"",2019,A,""Annual"",670,""Saint Vincent and the Grenadines"",04,""Dry breakbulk carriers"",0.3833,,16,,9761,,16137,,11656,,17192,,,,,"
"2019A00,""2019"",2019,A,""Annual"",670,""Saint Vincent and the Grenadines"",06,""Roll-on/ roll-off ships"",,,11,,37883,,62993,,11834,,21438,,,,,"
"2019A00,""2019"",2019,A,""Annual"",682,""Saudi Arabia"",00,""All ships"",1.35,,14,,56082,,228741,,83922,,323183,,7753,,23656,"
"2019A00,""2019"",2019,A,""Annual"",682,""Saudi Arabia"",01,""Passenger ships"",,,35,,12409,,115875,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",682,""Saudi Arabia"",02,""Liquid bulk carriers"",1.4931,,12,,60685,,172146,,111906,,323183,,,,,"
"2019A00,""2019"",2019,A,""Annual"",682,""Saudi Arabia"",03,""Container ships"",0.766,,11,,85788,,228741,,,,,,7753,,23656,"
"2019A00,""2019"",2019,A,""Annual"",682,""Saudi Arabia"",04,""Dry breakbulk carriers"",1.6368,,23,,10972,,44684,,15387,,80500,,,,,"
"2019A00,""2019"",2019,A,""Annual"",682,""Saudi Arabia"",05,""Dry bulk carriers"",4.5986,,9,,33174,,108237,,58216,,209801,,,,,"
"2019A00,""2019"",2019,A,""Annual"",682,""Saudi Arabia"",06,""Roll-on/ roll-off ships"",,,19,,37097,,77000,,15915,,46705,,,,,"
"2019A00,""2019"",2019,A,""Annual"",682,""Saudi Arabia"",07,""Liquefied petroleum gas carriers"",1.4153,,11,,28658,,48827,,33484,,64220,,,,,"
"2019A00,""2019"",2019,A,""Annual"",686,""Senegal"",00,""All ships"",1.4465,,13,,21968,,87146,,25151,,164565,,3213,,5762,"
"2019A00,""2019"",2019,A,""Annual"",686,""Senegal"",01,""Passenger ships"",,,9,,3729,,68870,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",686,""Senegal"",02,""Liquid bulk carriers"",2.6861,,12,,24349,,87146,,40849,,164565,,,,,"
"2019A00,""2019"",2019,A,""Annual"",686,""Senegal"",03,""Container ships"",0.6743,,14,,35302,,66289,,,,,,3213,,5762,"
"2019A00,""2019"",2019,A,""Annual"",686,""Senegal"",04,""Dry breakbulk carriers"",1.5826,,20,,7593,,39655,,9210,,64942,,,,,"
"2019A00,""2019"",2019,A,""Annual"",686,""Senegal"",05,""Dry bulk carriers"",5.0722,,11,,23942,,36474,,39596,,63878,,,,,"
"2019A00,""2019"",2019,A,""Annual"",686,""Senegal"",06,""Roll-on/ roll-off ships"",,,13,,51744,,77000,,24043,,46705,,,,,"
"2019A00,""2019"",2019,A,""Annual"",686,""Senegal"",07,""Liquefied petroleum gas carriers"",2.0042,,8,,7887,,25049,,9055,,28702,,,,,"
"2019A00,""2019"",2019,A,""Annual"",690,""Seychelles"",00,""All ships"",1.8427,,20,,21026,,92409,,6523,,23014,,2354,,2700,"
"2019A00,""2019"",2019,A,""Annual"",690,""Seychelles"",01,""Passenger ships"",,,17,,53892,,92409,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",690,""Seychelles"",03,""Container ships"",1.3889,,16,,25177,,30024,,,,,,2354,,2700,"
"2019A00,""2019"",2019,A,""Annual"",690,""Seychelles"",04,""Dry breakbulk carriers"",5.2236,,24,,5384,,16803,,6523,,23014,,,,,"
"2019A00,""2019"",2019,A,""Annual"",694,""Sierra Leone"",00,""All ships"",1.092,,15,,24596,,72269,,29553,,64043,,2271,,4043,"
"2019A00,""2019"",2019,A,""Annual"",694,""Sierra Leone"",02,""Liquid bulk carriers"",1.1118,,15,,20415,,31433,,33468,,53603,,,,,"
"2019A00,""2019"",2019,A,""Annual"",694,""Sierra Leone"",03,""Container ships"",0.9965,,15,,24493,,42382,,,,,,2271,,4043,"
"2019A00,""2019"",2019,A,""Annual"",694,""Sierra Leone"",04,""Dry breakbulk carriers"",0.8326,,18,,11499,,71543,,12915,,30801,,,,,"
"2019A00,""2019"",2019,A,""Annual"",694,""Sierra Leone"",05,""Dry bulk carriers"",3.8378,,11,,27669,,36353,,47743,,64043,,,,,"
"2019A00,""2019"",2019,A,""Annual"",694,""Sierra Leone"",06,""Roll-on/ roll-off ships"",,,15,,43701,,72269,,20844,,32246,,,,,"
"2019A00,""2019"",2019,A,""Annual"",702,""Singapore"",00,""All ships"",0.6542,,11,,25174,,228741,,20194,,322861,,5043,,21413,"
"2019A00,""2019"",2019,A,""Annual"",702,""Singapore"",01,""Passenger ships"",,,10,,43186,,169379,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",702,""Singapore"",02,""Liquid bulk carriers"",0.5799,,10,,10820,,172146,,18159,,322861,,,,,"
"2019A00,""2019"",2019,A,""Annual"",702,""Singapore"",03,""Container ships"",0.7715,,13,,54612,,228741,,,,,,5043,,21413,"
"2019A00,""2019"",2019,A,""Annual"",702,""Singapore"",04,""Dry breakbulk carriers"",0.6698,,15,,7338,,58265,,9914,,83500,,,,,"
"2019A00,""2019"",2019,A,""Annual"",702,""Singapore"",05,""Dry bulk carriers"",0.0264,,8,,29447,,155051,,49897,,322457,,,,,"
"2019A00,""2019"",2019,A,""Annual"",702,""Singapore"",06,""Roll-on/ roll-off ships"",,,13,,55030,,77000,,18375,,43878,,,,,"
"2019A00,""2019"",2019,A,""Annual"",702,""Singapore"",07,""Liquefied petroleum gas carriers"",1.1104,,11,,8567,,48963,,9874,,58677,,,,,"
"2019A00,""2019"",2019,A,""Annual"",702,""Singapore"",08,""Liquefied natural gas carriers"",2.1653,,10,,103125,,141136,,80154,,107160,,,,,"
"2019A00,""2019"",2019,A,""Annual"",703,""Slovakia"",00,""All ships"",,,22,,2550,,3542,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",703,""Slovakia"",01,""Passenger ships"",,,22,,2550,,3542,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",704,""Viet Nam"",00,""All ships"",1.2944,,15,,15187,,175688,,14245,,209956,,1704,,16000,"
"2019A00,""2019"",2019,A,""Annual"",704,""Viet Nam"",01,""Passenger ships"",,,14,,68015,,169379,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",704,""Viet Nam"",02,""Liquid bulk carriers"",1.6115,,13,,5225,,43984,,8169,,74999,,,,,"
"2019A00,""2019"",2019,A,""Annual"",704,""Viet Nam"",03,""Container ships"",1.0257,,16,,18459,,175688,,,,,,1704,,16000,"
"2019A00,""2019"",2019,A,""Annual"",704,""Viet Nam"",04,""Dry breakbulk carriers"",3.1424,,13,,7673,,54686,,10543,,83500,,,,,"
"2019A00,""2019"",2019,A,""Annual"",704,""Viet Nam"",05,""Dry bulk carriers"",3.7521,,11,,19544,,107026,,33634,,209956,,,,,"
"2019A00,""2019"",2019,A,""Annual"",704,""Viet Nam"",06,""Roll-on/ roll-off ships"",,,13,,44510,,75044,,14874,,22723,,,,,"
"2019A00,""2019"",2019,A,""Annual"",704,""Viet Nam"",07,""Liquefied petroleum gas carriers"",1.1833,,24,,4089,,48542,,4552,,58423,,,,,"
"2019A00,""2019"",2019,A,""Annual"",705,""Slovenia"",00,""All ships"",1.1556,,14,,32455,,153744,,24762,,211153,,3569,,15226,"
"2019A00,""2019"",2019,A,""Annual"",705,""Slovenia"",01,""Passenger ships"",,,18,,60880,,99836,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",705,""Slovenia"",02,""Liquid bulk carriers"",1.6382,,12,,21184,,31183,,34031,,51492,,,,,"
"2019A00,""2019"",2019,A,""Annual"",705,""Slovenia"",03,""Container ships"",0.6594,,14,,39283,,153744,,,,,,3569,,15226,"
"2019A00,""2019"",2019,A,""Annual"",705,""Slovenia"",04,""Dry breakbulk carriers"",2.0549,,18,,5734,,24960,,7723,,35200,,,,,"
"2019A00,""2019"",2019,A,""Annual"",705,""Slovenia"",05,""Dry bulk carriers"",3.8396,,11,,39060,,109716,,70480,,211153,,,,,"
"2019A00,""2019"",2019,A,""Annual"",705,""Slovenia"",06,""Roll-on/ roll-off ships"",,,14,,43205,,76420,,14490,,48988,,,,,"
"2019A00,""2019"",2019,A,""Annual"",706,""Somalia"",00,""All ships"",2.6097,,24,,13373,,36389,,11256,,57295,,1898,,2908,"
"2019A00,""2019"",2019,A,""Annual"",706,""Somalia"",02,""Liquid bulk carriers"",2.5083,,26,,6468,,28799,,10334,,47999,,,,,"
"2019A00,""2019"",2019,A,""Annual"",706,""Somalia"",03,""Container ships"",1.9531,,20,,21658,,36389,,,,,,1898,,2908,"
"2019A00,""2019"",2019,A,""Annual"",706,""Somalia"",04,""Dry breakbulk carriers"",4.1753,,26,,6910,,18410,,9727,,24228,,,,,"
"2019A00,""2019"",2019,A,""Annual"",706,""Somalia"",05,""Dry bulk carriers"",5.9729,,30,,12513,,33226,,20045,,57295,,,,,"
"2019A00,""2019"",2019,A,""Annual"",710,""South Africa"",00,""All ships"",1.8715,,11,,41922,,165965,,57771,,327127,,5068,,14000,"
"2019A00,""2019"",2019,A,""Annual"",710,""South Africa"",01,""Passenger ships"",,,19,,50220,,92409,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",710,""South Africa"",02,""Liquid bulk carriers"",1.4698,,9,,27393,,165965,,47361,,320350,,,,,"
"2019A00,""2019"",2019,A,""Annual"",710,""South Africa"",03,""Container ships"",1.9625,,13,,55785,,153115,,,,,,5068,,14000,"
"2019A00,""2019"",2019,A,""Annual"",710,""South Africa"",04,""Dry breakbulk carriers"",2.0781,,14,,19278,,54686,,25158,,70417,,,,,"
"2019A00,""2019"",2019,A,""Annual"",710,""South Africa"",05,""Dry bulk carriers"",2.1066,,9,,42913,,161294,,78308,,327127,,,,,"
"2019A00,""2019"",2019,A,""Annual"",710,""South Africa"",06,""Roll-on/ roll-off ships"",,,12,,59210,,77000,,21318,,46705,,,,,"
"2019A00,""2019"",2019,A,""Annual"",710,""South Africa"",07,""Liquefied petroleum gas carriers"",1.1608,,9,,28768,,48051,,32525,,55047,,,,,"
"2019A00,""2019"",2019,A,""Annual"",724,""Spain"",00,""All ships"",0.8792,,17,,16226,,232618,,13971,,318744,,3235,,23756,"
"2019A00,""2019"",2019,A,""Annual"",724,""Spain"",01,""Passenger ships"",,,19,,14158,,225282,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",724,""Spain"",02,""Liquid bulk carriers"",0.8972,,11,,11074,,160457,,18168,,318744,,,,,"
"2019A00,""2019"",2019,A,""Annual"",724,""Spain"",03,""Container ships"",0.6521,,14,,35592,,232618,,,,,,3235,,23756,"
"2019A00,""2019"",2019,A,""Annual"",724,""Spain"",04,""Dry breakbulk carriers"",1.1653,,15,,5127,,71543,,7197,,81279,,,,,"
"2019A00,""2019"",2019,A,""Annual"",724,""Spain"",05,""Dry bulk carriers"",1.899,,16,,22414,,151915,,38830,,313049,,,,,"
"2019A00,""2019"",2019,A,""Annual"",724,""Spain"",06,""Roll-on/ roll-off ships"",,,17,,22418,,77000,,7733,,48988,,,,,"
"2019A00,""2019"",2019,A,""Annual"",724,""Spain"",07,""Liquefied petroleum gas carriers"",0.9576,,11,,7631,,48963,,8761,,55209,,,,,"
"2019A00,""2019"",2019,A,""Annual"",724,""Spain"",08,""Liquefied natural gas carriers"",1.0368,,10,,92790,,163922,,73120,,156000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",729,""Sudan"",00,""All ships"",2.7465,,28,,16456,,85362,,25030,,160383,,2317,,5018,"
"2019A00,""2019"",2019,A,""Annual"",729,""Sudan"",01,""Passenger ships"",,,45,,9461,,22874,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",729,""Sudan"",02,""Liquid bulk carriers"",1.5076,,12,,25585,,85362,,45309,,160383,,,,,"
"2019A00,""2019"",2019,A,""Annual"",729,""Sudan"",03,""Container ships"",5.6299,,16,,25439,,54771,,,,,,2317,,5018,"
"2019A00,""2019"",2019,A,""Annual"",729,""Sudan"",04,""Dry breakbulk carriers"",1.7455,,34,,5061,,27558,,6936,,37039,,,,,"
"2019A00,""2019"",2019,A,""Annual"",729,""Sudan"",05,""Dry bulk carriers"",14.6833,,14,,26980,,45271,,46934,,82852,,,,,"
"2019A00,""2019"",2019,A,""Annual"",729,""Sudan"",06,""Roll-on/ roll-off ships"",,,33,,13733,,77000,,6838,,46635,,,,,"
"2019A00,""2019"",2019,A,""Annual"",729,""Sudan"",07,""Liquefied petroleum gas carriers"",2.7844,,5,,16899,,25952,,19189,,29590,,,,,"
"2019A00,""2019"",2019,A,""Annual"",740,""Suriname"",00,""All ships"",1.0503,,15,,8334,,32962,,10143,,56621,,1174,,1577,"
"2019A00,""2019"",2019,A,""Annual"",740,""Suriname"",02,""Liquid bulk carriers"",1.5396,,12,,6134,,11360,,9140,,16000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",740,""Suriname"",03,""Container ships"",1.0056,,11,,11649,,17280,,,,,,1174,,1577,"
"2019A00,""2019"",2019,A,""Annual"",740,""Suriname"",04,""Dry breakbulk carriers"",1.4799,,19,,6230,,14505,,8188,,17100,,,,,"
"2019A00,""2019"",2019,A,""Annual"",740,""Suriname"",05,""Dry bulk carriers"",1.6021,,11,,14234,,32962,,21951,,56621,,,,,"
"2019A00,""2019"",2019,A,""Annual"",752,""Sweden"",00,""All ships"",0.8007,,22,,15712,,214286,,8928,,167295,,1505,,19630,"
"2019A00,""2019"",2019,A,""Annual"",752,""Sweden"",01,""Passenger ships"",,,24,,18688,,145655,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",752,""Sweden"",02,""Liquid bulk carriers"",0.683,,14,,8321,,93147,,12788,,167295,,,,,"
"2019A00,""2019"",2019,A,""Annual"",752,""Sweden"",03,""Container ships"",0.6292,,14,,16380,,214286,,,,,,1505,,19630,"
"2019A00,""2019"",2019,A,""Annual"",752,""Sweden"",04,""Dry breakbulk carriers"",1.059,,20,,3725,,37499,,5223,,61026,,,,,"
"2019A00,""2019"",2019,A,""Annual"",752,""Sweden"",05,""Dry bulk carriers"",0.4139,,27,,9760,,45223,,15038,,84904,,,,,"
"2019A00,""2019"",2019,A,""Annual"",752,""Sweden"",06,""Roll-on/ roll-off ships"",,,19,,27110,,76420,,10476,,39516,,,,,"
"2019A00,""2019"",2019,A,""Annual"",752,""Sweden"",07,""Liquefied petroleum gas carriers"",0.8535,,14,,7745,,47379,,8694,,58690,,,,,"
"2019A00,""2019"",2019,A,""Annual"",756,""Switzerland"",00,""All ships"",0.1177,,15,,2087,,5000,,2975,,8000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",756,""Switzerland"",02,""Liquid bulk carriers"",0.1177,,15,,2087,,5000,,2975,,8000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",757,""Switzerland, Liechtenstein"",00,""All ships"",0.1177,,15,,2087,,5000,,2975,,8000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",757,""Switzerland, Liechtenstein"",02,""Liquid bulk carriers"",0.1177,,15,,2087,,5000,,2975,,8000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",760,""Syrian Arab Republic"",00,""All ships"",1.0247,,20,,13354,,36321,,12226,,63800,,1587,,2702,"
"2019A00,""2019"",2019,A,""Annual"",760,""Syrian Arab Republic"",03,""Container ships"",0.8708,,17,,16944,,30047,,,,,,1587,,2702,"
"2019A00,""2019"",2019,A,""Annual"",760,""Syrian Arab Republic"",04,""Dry breakbulk carriers"",1.6285,,26,,6494,,13066,,9245,,20537,,,,,"
"2019A00,""2019"",2019,A,""Annual"",760,""Syrian Arab Republic"",05,""Dry bulk carriers"",3.2833,,17,,23111,,36321,,39747,,63800,,,,,"
"2019A00,""2019"",2019,A,""Annual"",764,""Thailand"",00,""All ships"",0.6646,,18,,13540,,170004,,13737,,321050,,2117,,14220,"
"2019A00,""2019"",2019,A,""Annual"",764,""Thailand"",01,""Passenger ships"",,,30,,14942,,168666,,,,,,,,,"
